,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
6165,粤GJ2418,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6024824,殷景昌,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10413,北斗,2018/10/19 8:39:39,2018-11-03 01:56:53,110.094,21.1975,已安装符合部标+北斗,是,2018-10-19,营运
6166,粤GJ2418,黄色,普通货运,是,广东,湛江,徐闻,南山,G5002150,董有权,,,,未知,2018/10/19 8:39:39,2018-11-03 01:56:53,110.094,21.1975,其他,是,2010-02-01,注销
6167,粤GT0439,,普通货运,是,广东,湛江,廉江,石砱,G3000511,廉江市雅塘糖厂,,,,未知,2016/1/3 7:37:03,2016/3/30 20:17:26,113.847,22.737,其他,是,,屏蔽
6168,粤GT0439,黄色,危险货运,是,广东,湛江,吴川,,G1048347,吴川市茂兴运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/11/15 0:43:03,2018-11-03 00:34:40,113.494,23.0766,已安装符合部标+北斗,是,2018-09-27,营运
6169,粤GQ1852,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6007178,遂溪县正源汽车贸易有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/5/22 0:00:00,2018-11-03 01:56:26,110.1384,21.4062,已安装符合部标,是,2018-03-26,营运
6170,粤G36727,黄色,,否,广东,湛江,,,,,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/6/5 18:38:18,2018-11-03 01:55:14,113.5429,23.2053,已安装符合部标,是,,
6171,粤GE4786,黄色,重型货车,是,广东,湛江,雷州,雷城,G2017428,林觉兴,1443364875,广州航德信息科技有限公司,10476,北斗,2017/10/16 11:23:27,2018-11-03 01:56:45,110.0563,20.9419,已安装符合部标+北斗,是,2018-07-03,营运
6172,粤G6361学,黄色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2018/8/3 11:14:34,2018-11-03 01:56:21,110.3076,21.6577,已安装符合部标+北斗,是,,
6173,粤G47428,黄色,重型货车,是,广东,湛江,雷州,客路,G2017244,何月芳,1443364875,广州航德信息科技有限公司,10476,北斗,2018/3/29 17:40:28,2018-11-03 01:55:52,110.0709,21.1703,已安装符合部标+北斗,是,2018-08-17,营运
6174,粤GM3562,黄色,重型货车,是,广东,湛江,雷州,客路,G2017001,蔡才,1443364875,广州航德信息科技有限公司,10476,北斗,2008/10/29 0:00:00,2018-11-02 23:21:01,110.0678,21.157,已安装符合部标+北斗,是,2018-03-23,营运
6175,粤GU3750,黄色,重型货车,是,广东,湛江,廉江,,G3352673,梁梓普,1443364866,广东恒慧信息科技有限公司,10476,北斗,2016/12/19 0:00:00,2018-11-03 01:56:28,110.2332,21.6808,已安装符合部标+北斗,是,2018-10-08,营运
6176,粤GQ1843,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6007178,遂溪县正源汽车贸易有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/5/26 0:00:00,2018-11-03 01:57:04,110.1471,21.2651,已安装符合部标,是,2018-03-20,营运
6177,粤GM4889,黄色,其它车辆,是,广东,湛江,雷州,,G2004405,雷州市城区公共汽车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/2/1 10:56:02,2018-11-02 19:00:44,110.0571,20.9425,已安装符合部标+北斗,是,2018-10-31,营运
6178,粤G36783,黄色,重型货车,是,广东,湛江,廉江,,G3363484,黄慈增,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/6/20 17:49:08,2018-11-03 01:57:30,113.0302,23.3205,已安装符合部标+北斗,是,2018-06-21,营运
6179,粤G36783,黄色,危险货运,是,广东,湛江,霞山,霞山区,G1005312,湛江市霞山新鸿达石化运输有限公司,1443364866,广东恒慧信息科技有限公司,10476,北斗,2013/12/5 9:10:19,2018-11-03 01:57:30,113.0302,23.3205,已安装符合部标+北斗,是,2013-03-25,注销
6180,粤G90227,蓝色,出租客运,是,广东,湛江,城区,,G1030355,湛江市联运出租车有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2017/8/15 16:27:15,2018-11-03 01:55:53,110.3834,21.1989,已安装符合部标+北斗,是,2018-07-24,营运
6181,粤GQ1835,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012973,陈志江,1443364875,广州航德信息科技有限公司,10476,北斗,2017/4/6 0:00:00,2018-11-03 01:56:43,110.2149,21.4021,已安装符合部标+北斗,是,2018-05-14,营运
6182,粤G48761,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2011/12/5 0:00:00,2018-11-03 01:58:00,109.8258,21.5258,已安装符合部标+北斗,是,2018-01-29,营运
6183,粤GQ1839,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6009569,潘景新,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/5/22 0:00:00,2018-11-03 01:56:34,110.2157,21.3327,已安装符合部标+北斗,是,2017-11-14,营运
6184,粤GR3801,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10874,北斗,2008/1/15 0:00:00,2018-11-03 01:53:12,110.2639,21.3808,已安装符合部标+北斗,是,2018-01-26,营运
6185,粤GR3803,黄色,客运班车,是,广东,湛江,遂溪,,G6000002,遂溪县陆通运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10874,北斗,2008/10/15 0:00:00,2018-11-02 19:12:30,110.2552,21.372,已安装符合部标+北斗,是,2018-03-13,营运
6186,粤G48737,黄色,客运班车,是,广东,湛江,赤坎,,A1087667,湛江粤达汽车客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2011/12/5 0:00:00,2018-11-02 00:49:49,109.8198,21.5143,已安装符合部标+北斗,是,2018-07-16,营运
6187,粤GD8913,蓝色,出租客运,是,广东,湛江,城区,,G1045848,湛江市瑞腾出租车有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2017/8/15 16:48:52,2018-11-03 01:58:11,110.3925,21.237,已安装符合部标+北斗,是,2018-03-15,营运
6188,粤GT0468,黄色,重型货车,是,广东,湛江,雷州,杨家,G2010641,李宁,1443364875,广州航德信息科技有限公司,10476,北斗,2017/9/19 11:21:28,2018-11-03 01:58:15,110.0657,20.9032,已安装符合部标+北斗,是,2018-07-03,营运
6189,粤GQ1829,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012916,肖德林,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/5/2 0:00:00,2018-11-03 01:57:04,113.5306,23.2068,已安装符合部标+北斗,是,2018-09-18,营运
6190,粤GQ1828,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012520,王智雄,1443364875,广州航德信息科技有限公司,10476,北斗,2011/9/1 0:00:00,2018-11-03 01:57:36,110.2685,21.5779,已安装符合部标+北斗,是,2018-10-15,营运
6191,粤GQ1826,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012680,遂溪陆远运输有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2013/12/16 0:00:00,2018-11-03 01:57:59,109.357,21.9115,已安装符合部标+北斗,是,2018-07-05,营运
6192,粤G47415,黄色,危险货运,是,广东,湛江,霞山,,G1004682,湛江市恒远运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10413,北斗,2011/7/7 0:00:00,2018-11-03 01:57:32,114.419,23.0599,已安装符合部标+北斗,是,2018-05-21,营运
6193,粤GJ3701,黄色,公交客运,是,广东,湛江,徐闻,徐城,G5002025,徐闻县和谐客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/18 13:17:12,2018-11-02 17:27:12,110.1459,20.3498,已安装符合部标+北斗,是,2018-02-13,营运
6194,粤GJ3702,黄色,公交客运,是,广东,湛江,徐闻,徐城,G5002025,徐闻县和谐客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/17 17:26:01,2018-11-03 01:55:05,110.1899,20.3057,已安装符合部标+北斗,是,2018-02-13,营运
6195,粤GJ3703,黄色,公交客运,是,广东,湛江,徐闻,徐城,G5002025,徐闻县和谐客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/18 17:26:14,2018-11-02 17:10:57,110.1458,20.3494,已安装符合部标+北斗,是,2018-02-13,营运
6196,粤GQ1812,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6003690,许平,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 12:12:15,2018-11-03 01:57:43,110.5081,21.3597,已安装符合部标+北斗,是,2018-05-09,营运
6197,粤GJ3709,黄色,公交客运,是,广东,湛江,徐闻,徐城,G5002025,徐闻县和谐客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2015/12/30 9:21:26,2018-11-02 17:31:22,110.1459,20.3496,已安装符合部标+北斗,是,2018-08-15,营运
6198,粤GQ1810,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005501,利景松,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/5/19 0:00:00,2018-11-03 01:57:24,113.1106,23.128,已安装符合部标+北斗,是,2018-10-12,营运
6199,粤GQ1811,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6010557,郑国才,1443364875,广州航德信息科技有限公司,10476,北斗,2017/4/28 0:00:00,2018-11-03 01:57:48,110.3756,21.4983,已安装符合部标+北斗,是,2018-02-05,营运
6200,粤GJ3708,黄色,公交客运,是,广东,湛江,徐闻,徐城,G5002025,徐闻县和谐客运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/19 11:20:01,2018-11-02 17:36:23,110.146,20.3495,已安装符合部标+北斗,是,2018-07-17,营运
6201,粤GR6067,黄色,危险货运,是,广东,湛江,遂溪,,G1036917,湛江浩通储运有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2010/7/23 0:00:00,2018-11-03 01:54:53,110.2245,21.3504,已安装符合部标,是,2018-07-18,营运
6202,粤GM3645,黄色,重型货车,是,广东,湛江,雷州,客路,G2010885,吴富杨,1443364875,广州航德信息科技有限公司,10476,北斗,2017/5/5 0:00:00,2018-11-03 01:58:51,110.4059,21.3957,已安装符合部标+北斗,是,2018-04-04,营运
6203,粤GM3643,黄色,客运班车,是,广东,湛江,雷州,,G1000041,雷州市第三客运公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2017/1/19 0:00:00,2018-11-03 01:57:39,110.0582,20.9212,已安装符合部标+北斗,是,2018-03-30,营运
6204,粤G46133,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 01:54:57,113.295,23.0663,已安装符合部标+北斗,是,2018-03-21,营运
6205,粤G09678D,黄绿双拼色,公交客运,是,广东,湛江,吴川,梅菉,G4001964,吴川市公共汽车运输有限公司,,,,未知,,1905/6/22 0:00:00,0,0,其他,是,2018-10-15,营运
6206,粤G09678D,黄色,公交客运,否,广东,湛江,,,,,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/9/23 13:49:05,2018-11-02 23:32:21,110.7722,21.4383,已安装符合部标+北斗,是,,
6207,粤G46130,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 01:57:44,110.374,21.2885,已安装符合部标+北斗,是,2018-10-16,营运
6208,粤GN5627,黄色,重型货车,是,广东,湛江,霞山,,G1058032,湛江市晨航物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/7/26 14:46:13,2018-11-03 01:59:33,110.3062,21.3597,已安装符合部标+北斗,是,2018-08-01,营运
6209,粤G35488,黄色,,否,广东,湛江,,,,,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/9/6 15:41:42,2018-11-03 01:58:33,110.0379,20.9575,已安装符合部标,是,,
6210,粤G35488,蓝色,普通货运,是,广东,湛江,赤坎,,G1010305,陈琼光,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2011-08-23,注销
6211,粤GQ1922,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005163,陆区,1443364875,广州航德信息科技有限公司,10476,北斗,2014/6/10 0:00:00,2018-11-03 01:59:34,110.3671,21.4828,已安装符合部标+北斗,是,2018-02-28,营运
6212,粤G58115,黄色,重型货车,是,广东,湛江,霞山,,G1028152,湛江市祥隆运输有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/12 0:00:00,2018-11-02 22:49:11,110.3696,21.1552,已安装符合部标+北斗,是,2018-05-24,营运
6213,粤G58115,蓝色,普通货运,是,广东,湛江,赤坎,,G1028633,张亚炎,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2017-07-05,注销
6214,粤GN5622,黄色,重型货车,是,广东,湛江,霞山,,G1030633,湛江市霞山昌鹏运输有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/1/2 11:55:38,2018-11-03 01:59:55,110.3789,21.289,已安装符合部标+北斗,是,2018-01-04,营运
6215,粤GN5622,蓝色,普通货运,是,广东,湛江,雷州,雷城,G2009039,崔兆珀,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2010-03-17,注销
6216,粤GN5625,黄色,重型货车,是,广东,湛江,雷州,,G2027738,陈毓武,1443364875,广州航德信息科技有限公司,10476,北斗,2018/4/8 11:43:15,2018-11-03 01:58:36,110.2287,21.3447,已安装符合部标+北斗,是,2018-04-24,营运
6217,粤GA6557,黄色,重型货车,是,广东,湛江,遂溪,岭北,G6013197,薛武贤,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/18 12:19:23,2018-11-03 01:59:02,110.2418,21.3488,已安装符合部标+北斗,是,2018-07-06,营运
6218,粤GQ1928,黄色,重型货车,是,广东,湛江,开发区,,G1010604,陈宏,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/5/4 0:00:00,2018-11-02 18:03:17,110.342,21.0202,已安装符合部标+北斗,是,2018-08-14,营运
6219,粤GQ1928,蓝色,普通货运,是,广东,湛江,雷州,白沙,G2007537,雷州市合信煤气有限公司,,,,未知,,2013/5/24 9:00:49,0,0,其他,是,2017-08-10,注销
6220,粤GQ1929,黄色,重型货车,是,广东,湛江,雷州,南兴,G2017613,银少花,1443364875,广州航德信息科技有限公司,10476,北斗,2014/6/16 0:00:00,2018-11-03 02:00:18,110.0738,20.7874,已安装符合部标+北斗,是,2018-08-23,营运
6221,粤G47465,黄色,危险货运,是,广东,湛江,霞山,,G1004682,湛江市恒远运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10413,北斗,2011/7/7 0:00:00,2018-11-03 01:56:07,120.817,27.8801,已安装符合部标+北斗,是,2018-05-21,营运
6222,粤G47465,蓝色,,否,广东,湛江,,,,,1443364867,湛江市盈仁电子科技有限公司,10730,北斗,,,0,0,未安装,否,,
6223,粤GA6550,黄色,危险货运,是,广东,湛江,赤坎,,G1008931,湛江市丰顺货运有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/10/31 17:34:19,2018-11-03 02:00:20,110.3464,21.0359,已安装符合部标+北斗,是,2018-10-30,营运
6224,粤GA6551,黄色,重型货车,是,广东,湛江,霞山,,G1048742,冯秋榜,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/10/20 9:20:16,2018-11-03 02:00:16,110.3938,21.2492,已安装符合部标+北斗,是,2018-01-15,营运
6225,粤G46145,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 01:56:51,110.3739,21.2886,已安装符合部标+北斗,是,2018-05-22,营运
6226,粤G5E769,黄色,,否,广东,湛江,,,,,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/9/12 9:41:08,2018-11-03 02:00:03,110.323,21.2742,已安装符合部标,是,,
6227,粤GTG692,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10200,北斗,2018/4/10 11:54:45,2018-11-03 02:00:33,110.2605,21.6196,已安装符合部标+北斗,是,2018-04-17,营运
6228,粤GTG695,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10044,JT808,2018/4/10 11:56:03,2018-11-03 02:00:35,110.2786,21.5914,已安装符合部标,是,2018-04-17,营运
6229,粤GTG695,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10044,JT808,2018/4/10 11:56:03,2018-11-03 02:00:35,110.2786,21.5914,已安装符合部标,是,2018-04-17,营运
6230,粤G46140,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 02:00:01,110.3747,21.2881,已安装符合部标+北斗,是,2018-10-17,营运
6231,粤GN5619,黄色,重型货车,是,广东,湛江,霞山,,G1000766,湛江市港恒货运服务有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/12/25 12:26:31,2018-11-03 02:01:18,110.3933,21.1838,已安装符合部标+北斗,是,2018-09-25,营运
6232,粤GN5619,蓝色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10162,JT808,,,0,0,未安装,否,,
6233,粤G58129,黄色,重型货车,是,广东,湛江,开发区,东山,G1047868,谢建海,1443364880,湛江博佳电子科技有限公司,10730,北斗,2017/7/27 10:54:17,2018-11-02 18:19:30,110.3893,21.1744,已安装符合部标+北斗,是,2018-08-22,营运
6234,粤GN5617,黄色,重型货车,是,广东,湛江,麻章,湖光,G1059034,林强,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/4/12 11:59:16,2018-11-03 02:00:38,113.1557,22.569,已安装符合部标+北斗,是,2018-07-11,营运
6235,粤GN5612,黄色,重型货车,是,广东,湛江,廉江,,G3361978,陈广昌,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/1/26 18:06:58,2018-11-03 02:01:56,110.2621,21.6124,已安装符合部标+北斗,是,2018-01-29,营运
6236,粤GN5612,蓝色,普通货运,是,广东,湛江,雷州,雷城,G2006712,邓其杰,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2013-02-27,注销
6237,粤G58126,黄色,重型货车,是,广东,湛江,霞山,,G1043762,湛江市中杰物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2010/7/29 0:00:00,2018-11-03 02:01:50,110.3795,21.1979,已安装符合部标+北斗,是,2018-07-18,营运
6238,粤G23E98,蓝色,出租客运,是,广东,湛江,城区,,G1045848,湛江市瑞腾出租车有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10375,北斗,2016/8/16 11:45:29,2018-11-03 01:59:44,110.3927,21.2217,已安装符合部标+北斗,是,2018-07-13,营运
6239,粤G47473,黄色,重型货车,是,广东,湛江,霞山,,G1032583,周荣盼,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/5/27 0:00:00,2018/10/29 18:27:05,110.3908,21.188,已安装符合部标+北斗,是,2018-05-10,营运
6240,粤G47473,蓝色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10005,JT808,2016/4/22 15:49:19,2011/5/5 16:00:38,0,0,已安装符合部标,是,,
6241,粤GA6565,黄色,重型货车,是,广东,湛江,遂溪,,G6010295,钟景生,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/9/26 19:43:07,2018-11-03 02:01:20,110.5251,21.3664,已安装符合部标+北斗,是,2018-05-28,营运
6242,粤GA6565,蓝色,普通货运,是,广东,湛江,赤坎,,G1040095,李志和,,,,未知,,2011/12/9 9:00:34,0,0,其他,是,2018-05-25,营运
6243,粤GA6566,黄色,重型货车,是,广东,湛江,廉江,,G3352580,何洪周,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/10/30 9:49:20,2018-11-03 02:01:58,113.0331,22.9633,已安装符合部标+北斗,是,2018-06-12,营运
6244,粤GM4969,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2010/3/16 0:00:00,2018-11-03 02:02:17,111.3777,21.6646,已安装符合部标+北斗,是,2018-09-12,营运
6245,粤G47477,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6005564,陈真福,1443364875,广州航德信息科技有限公司,10476,北斗,2016/4/22 15:49:19,2018-11-03 02:02:13,110.3484,21.4474,已安装符合部标+北斗,是,2018-06-22,营运
6246,粤GM3668,黄色,重型货车,是,广东,湛江,雷州,南兴,G2016987,游国玉,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/1/17 0:00:00,2018-11-03 02:02:38,110.0743,20.7883,已安装符合部标+北斗,是,2018-09-12,营运
6247,粤G36791,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6011003,钟燕仔,1443364880,湛江博佳电子科技有限公司,10765,北斗,2018/8/29 13:03:31,2018-11-03 02:01:41,110.2468,21.402,已安装符合部标+北斗,是,2018-08-29,营运
6248,粤GN5649,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/9/18 11:29:01,2018-11-03 02:02:27,110.8487,21.4358,已安装符合部标+北斗,是,,
6249,粤GR7482,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005893,陈华荣,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/14 10:56:11,2018/10/29 16:10:02,110.2667,21.386,已安装符合部标+北斗,是,2018-02-06,营运
6250,粤GQ1901,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6013017,陈文山,1443364875,广州航德信息科技有限公司,10476,北斗,2017/6/16 0:00:00,2018-11-03 02:02:30,110.2822,21.3264,已安装符合部标+北斗,是,2018-01-11,营运
6251,粤GN5642,黄色,重型货车,是,广东,湛江,廉江,,G3349304,廉江市宝城物流有限公司,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/4/8 14:47:43,2018-11-03 02:02:20,110.4023,21.5135,已安装符合部标+北斗,是,2018-04-09,营运
6252,粤GA6578,黄色,重型货车,是,广东,湛江,开发区,民安,G1010523,许伟清,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/10/30 15:28:37,2018-11-03 02:03:08,110.3397,21.045,已安装符合部标+北斗,是,2018-08-31,营运
6253,粤GQ1909,黄色,重型货车,是,广东,湛江,雷州,客路,G2016825,陈承超,1443364875,广州航德信息科技有限公司,10476,北斗,2017/6/5 0:00:00,2018-11-03 02:02:51,110.0617,20.9248,已安装符合部标+北斗,是,2018-08-22,营运
6254,粤GQ1909,蓝色,普通货运,是,广东,湛江,雷州,南兴,G2013111,陈乔美,,,,未知,,2013/5/16 9:01:11,0,0,其他,是,2016-09-20,注销
6255,粤GA6579,黄色,重型货车,是,广东,湛江,吴川,塘尾,G4014627,吴川市飞鹏运输有限公司,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/10/25 12:59:28,2018-11-02 20:18:54,112.0951,23.101,已安装符合部标+北斗,是,2018-10-08,营运
6256,粤GQ1906,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6013028,庞仕捷,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/4 3:25:56,2018-11-03 02:00:20,110.3467,21.4493,已安装符合部标+北斗,是,2018-08-27,营运
6257,粤GQ1906,蓝色,普通货运,是,广东,湛江,雷州,龙门,G2013259,唐忠慧,,,,未知,,2013/6/14 9:00:50,0,0,其他,是,2013-06-13,过户
6258,粤GQ1902,黄色,重型货车,是,广东,湛江,遂溪,洋青,G6011742,杜景丰,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2012/10/29 0:00:00,2018/10/29 11:50:47,110.1261,21.3504,已安装符合部标+北斗,是,2018-02-27,营运
6259,粤GA6573,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6022533,遂溪友通运输有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2018/3/28 12:27:59,2018-11-03 02:03:20,110.247,21.4021,已安装符合部标+北斗,是,2018-03-28,营运
6260,粤G6362学,黄色,教练员车,是,广东,湛江,麻章,,G1048718,湛江市达天下机动车驾驶员培训有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2017/10/22 13:39:17,2018-11-03 02:02:48,110.3989,21.2188,已安装符合部标+北斗,是,,使用
6261,粤G46120,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/11/24 0:00:00,2018-11-03 01:57:48,110.3739,21.2883,已安装符合部标+北斗,是,2018-10-16,营运
6262,粤G58109,黄色,重型货车,是,广东,湛江,赤坎,,G1035037,湛江市赤坎金寿运输有限公司,1443364869,湛江丽普盾高新科技有限公司,10476,北斗,2016/12/2 0:00:00,2018-11-03 02:01:51,110.0392,21.4605,已安装符合部标+北斗,是,2018-09-07,营运
6263,粤GN5638,黄色,重型货车,是,广东,湛江,霞山,,G1035695,湛江市昌鑫物流有限公司,1443364880,湛江博佳电子科技有限公司,10765,北斗,2017/12/28 19:50:06,2018-11-03 02:03:21,110.3932,21.0257,已安装符合部标+北斗,是,2018-10-24,营运
6264,粤G58105,黄色,旅游包车,是,广东,湛江,霞山,,G1000054,湛江市运通旅游汽车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 11:29:29,2018-11-03 02:00:18,110.3984,21.1877,已安装符合部标+北斗,是,2018-05-16,待营运
6265,粤GN5635,黄色,重型货车,是,广东,湛江,霞山,,G1006592,黄思远,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/4/6 9:18:15,2018-11-02 18:19:18,110.3797,21.2048,已安装符合部标+北斗,是,2018-05-07,营运
6266,粤GN5635,蓝色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10162,JT808,,,0,0,未安装,否,,
6267,粤GR7479,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6005893,陈华荣,1443364875,广州航德信息科技有限公司,10476,北斗,2012/4/17 0:00:00,2018-11-03 02:03:23,112.6527,22.4399,已安装符合部标+北斗,是,2018-08-14,营运
6268,粤GA6585,黄色,重型货车,是,广东,湛江,遂溪,乌塘,G6012316,陈建福,1443364875,广州航德信息科技有限公司,10476,北斗,2017/10/19 11:22:28,2018-11-03 02:03:30,109.8806,21.2147,已安装符合部标+北斗,是,2018-05-31,营运
6269,粤G47455,黄色,重型货车,是,广东,湛江,开发区,民安,G1046440,尤创,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2015/6/25 0:00:00,2018-11-03 02:04:20,110.5254,21.3668,已安装符合部标+北斗,是,2018-05-31,营运
6270,粤G47455,蓝色,,否,广东,湛江,,,,,1443233836,佛山市顺德区绿盾防盗器材设备有限公司,10006,JT808,2015/2/4 18:38:21,2015/6/16 9:21:09,110.3717,21.1535,已安装符合部标,是,,
